,股票代码,accounting_period,序号,股票简称,首次预约时间,一次变更日期,二次变更日期,三次变更日期,实际披露时间,净利润-同比增长,净利润-净利润,公告日期,trade_date,time_distance
359,600312,2022-12-31,2188,平高电气,2023-04-21,,,,2023-04-21,199.679059085534,212095564.31,2023-03-13 00:00:00,2023-03-05,47 days
360,600315,2022-12-31,130,上海家化,2023-03-15,2023-04-26,,,2023-04-26,-27.294891243291,472039300.0,2023-03-15 00:00:00,2023-03-05,10 days
361,600325,2022-12-31,1991,华发股份,2023-04-20,2023-03-21,,,2023-03-21,-19.802483438635,2562101900.0,2023-01-20 00:00:00,2023-03-05,46 days
362,600328,2022-12-31,4137,中盐化工,2023-04-28,,,,2023-04-28,26.748370980118,1871955400.0,2023-04-10 00:00:00,2023-03-05,54 days
363,600348,2022-12-31,1611,华阳股份,2023-04-15,,,,2023-04-15,98.95030749009,7025533800.0,2023-03-14 00:00:00,2023-03-05,41 days
364,600353,2022-12-31,1408,旭光电子,2023-04-12,,,,2023-04-12,73.273032681745,100413497.5,2023-03-13 00:00:00,2023-03-05,38 days
365,600356,2023-03-31,4299,恒丰纸业,2023-04-29,,,,2023-04-29,11.058567942865,25133305.27,2023-04-11 00:00:00,2023-03-05,55 days
366,600363,2022-12-31,950,联创光电,2023-03-31,2023-04-28,,,2023-04-28,21.314840156932,281108200.0,2023-03-31 00:00:00,2023-03-05,26 days
367,600481,2022-12-31,4652,双良节能,2023-04-29,2023-04-25,,,2023-04-25,208.428344011014,956525840.44,2023-04-14 00:00:00,2023-03-05,55 days
368,600499,2022-12-31,1616,科达制造,2023-04-15,,,,2023-04-15,323.295878637918,4257329200.0,2023-04-10 00:00:00,2023-03-05,41 days
369,600516,2022-12-31,1120,方大炭素,2023-04-01,2023-04-15,,,2023-04-15,-17.539488170783,894362739.35,2023-03-08 00:00:00,2023-03-05,27 days
370,600521,2022-12-31,4656,华海药业,2023-04-29,,,,2023-04-29,139.244074775779,1166398880.4,2023-04-17 00:00:00,2023-03-05,55 days
371,600522,2022-12-31,172,中天科技,2023-03-17,2023-04-26,,,2023-04-26,1663.97608666061,3213809200.0,2023-04-11 00:00:00,2023-03-05,12 days
372,600566,2022-12-31,1288,济川药业,2023-04-10,,,,2023-04-10,27.708310708637,2195530500.0,2023-01-20 00:00:00,2023-03-05,36 days
373,600596,2022-12-31,4153,新安股份,2023-04-28,,,,2023-04-28,11.343139753448,2955587500.0,2023-04-15 00:00:00,2023-03-05,54 days
374,600612,2022-12-31,4154,老凤祥,2023-04-28,,,,2023-04-28,-9.378172885913,1700343002.1,2023-03-03 00:00:00,2023-03-05,54 days
375,600639,2022-12-31,1622,浦东金桥,2023-04-15,2023-04-14,,,2023-04-14,-2.429212793675,1583573935.75,2023-03-04 00:00:00,2023-03-05,41 days
376,600644,2022-12-31,966,乐山电力,2023-03-31,,,,2023-03-31,-39.972684232002,70600300.0,2023-01-20 00:00:00,2023-03-05,26 days
377,600648,2022-12-31,967,外高桥,2023-03-31,2023-04-13,,,2023-04-13,32.35963290926,1240353900.0,2023-03-04 00:00:00,2023-03-05,26 days
378,600663,2022-12-31,969,陆家嘴,2023-03-31,,,,2023-03-31,-74.83712614605,1084739736.76,2023-03-04 00:00:00,2023-03-05,26 days
379,600664,2022-12-31,1339,哈药股份,2023-04-11,,,,2023-04-11,16.04266099535,430615400.0,2023-01-13 00:00:00,2023-03-05,37 days
380,600674,2023-03-31,321,川投能源,2023-04-21,,,,2023-04-21,103.649879126999,1135979029.85,2023-04-10 00:00:00,2023-03-05,47 days
381,600731,2022-12-31,2910,湖南海利,2023-04-25,,,,2023-04-25,32.09502671192,352269300.0,2023-04-12 00:00:00,2023-03-05,51 days
382,600750,2022-12-31,393,江中药业,2023-03-25,,,,2023-03-25,17.871027781601,596058700.0,2023-03-13 00:00:00,2023-03-05,20 days
383,600754,2022-12-31,4693,锦江酒店,2023-04-29,2023-03-31,2023-04-12,,2023-04-12,18.67614765241,113490000.0,2023-03-29 00:00:00,2023-03-05,55 days
384,600756,2022-12-31,1413,浪潮软件,2023-04-12,,,,2023-04-12,51.393173155343,63782594.19,2023-04-10 00:00:00,2023-03-05,38 days
385,600760,2022-12-31,1774,中航沈飞,2023-04-18,,,,2023-04-18,34.553511548777,2304914600.0,2023-04-10 00:00:00,2023-03-05,44 days
386,600768,2022-12-31,2912,宁波富邦,2023-04-25,,,,2023-04-25,5598.00568998056,202284900.0,2023-03-16 00:00:00,2023-03-05,51 days
387,600794,2022-12-31,493,保税科技,2023-03-28,,,,2023-03-28,62.171970025109,163387968.88,2023-03-13 00:00:00,2023-03-05,23 days
388,600829,2022-12-31,494,人民同泰,2023-03-28,,,,2023-03-28,-7.1737369643,257403700.0,2023-01-13 00:00:00,2023-03-05,23 days
389,600834,2022-12-31,4173,申通地铁,2023-04-28,,,,2023-04-28,0.406826710134,72683370.14,2023-03-21 00:00:00,2023-03-05,54 days
390,600850,2022-12-31,2916,电科数字,2023-04-25,,,,2023-04-25,30.669249559683,520000500.0,2023-03-04 00:00:00,2023-03-05,51 days
391,600853,2022-12-31,984,龙建股份,2023-03-31,,,,2023-03-31,30.177071969818,349963601.61,2023-02-23 00:00:00,2023-03-05,26 days
392,600867,2022-12-31,2204,通化东宝,2023-04-21,,,,2023-04-21,21.458666060464,1588988100.0,2023-02-07 00:00:00,2023-03-05,47 days
393,600895,2022-12-31,1635,张江高科,2023-04-15,,,,2023-04-15,11.016971604933,822216239.79,2023-03-04 00:00:00,2023-03-05,41 days
394,600900,2022-12-31,4709,长江电力,2023-04-29,2023-04-28,,,2023-04-28,-18.551364518707,21399000000.0,2023-01-31 00:00:00,2023-03-05,55 days
395,600905,2022-12-31,4710,三峡能源,2023-04-29,,,,2023-04-29,10.194298263235,7099000000.0,2023-02-08 00:00:00,2023-03-05,55 days
396,600908,2022-12-31,705,无锡银行,2023-03-30,,,,2023-03-30,26.642283333154,2001000000.0,2023-01-14 00:00:00,2023-03-05,25 days
397,600909,2023-03-31,3224,华安证券,2023-04-28,,,,2023-04-28,242.382749436205,364221044.69,2023-04-22 00:00:00,2023-03-05,54 days
398,600958,2023-03-31,3231,东方证券,2023-04-28,,,,2023-04-28,525.670691795904,1428089600.0,2023-04-10 00:00:00,2023-03-05,54 days
399,600980,2022-12-31,1126,北矿科技,2023-04-01,,,,2023-04-01,-11.633073072043,83474762.28,2023-03-23 00:00:00,2023-03-05,27 days
400,600984,2022-12-31,1341,建设机械,2023-04-11,2023-04-15,,,2023-04-15,-111.26584464606,-42205200.0,2023-02-27 00:00:00,2023-03-05,37 days
401,601018,2022-12-31,711,宁波港,2023-03-30,2023-04-12,,,2023-04-12,-1.536956348094,4265102000.0,2023-01-18 00:00:00,2023-03-05,25 days
402,601028,2022-12-31,2610,玉龙股份,2023-04-24,,,,2023-04-24,-20.038296525553,291324128.61,2023-04-17 00:00:00,2023-03-05,50 days
403,601038,2022-12-31,712,一拖股份,2023-03-30,,,,2023-03-30,55.416859391742,681051000.0,2023-03-22 00:00:00,2023-03-05,25 days
404,601065,2022-12-31,3725,江盐集团,2023-04-27,,,,2023-04-27,133.915420084282,425547600.0,2023-03-14 00:00:00,2023-03-05,53 days
405,601066,2023-03-31,3250,中信建投,2023-04-28,,,,2023-04-28,57.782592056872,2432550000.0,2023-04-24 00:00:00,2023-03-05,54 days
406,601098,2022-12-31,2925,中南传媒,2023-04-25,,,,2023-04-25,-8.133014446452,1392148900.0,2023-01-18 00:00:00,2023-03-05,51 days
407,601101,2022-12-31,2927,昊华能源,2023-04-25,,,,2023-04-25,-33.776936129478,1334037000.0,2023-03-01 00:00:00,2023-03-05,51 days
408,601128,2023-03-31,335,常熟银行,2023-04-21,,,,2023-04-21,20.637329286798,795000000.0,2023-04-10 00:00:00,2023-03-05,47 days
409,601133,2022-12-31,3726,柏诚股份,2023-04-27,,,,2023-04-27,65.184111225072,250848800.0,2023-03-14 00:00:00,2023-03-05,53 days
410,601139,2023-03-31,3261,深圳燃气,2023-04-28,,,,2023-04-28,13.999470385736,258300000.0,2023-04-13 00:00:00,2023-03-05,54 days
411,601166,2022-12-31,1001,兴业银行,2023-03-31,,,,2023-03-31,10.518867924528,91377000000.0,2023-01-31 00:00:00,2023-03-05,26 days
412,601187,2022-12-31,4192,厦门银行,2023-04-28,,,,2023-04-28,15.466310252494,2504000000.0,2023-01-18 00:00:00,2023-03-05,54 days
413,601225,2022-12-31,3728,陕西煤业,2023-04-27,,,,2023-04-27,64.098700269119,35148861500.0,2023-03-07 00:00:00,2023-03-05,53 days
414,601229,2022-12-31,4197,上海银行,2023-04-28,,,,2023-04-28,1.079756827874,22280000000.0,2023-03-17 00:00:00,2023-03-05,54 days
415,601339,2022-12-31,1416,百隆东方,2023-04-12,,,,2023-04-12,16.364890350016,1595107239.67,2023-04-10 00:00:00,2023-03-05,38 days
416,601528,2023-03-31,4538,瑞丰银行,2023-04-29,,,,2023-04-29,16.053511705686,347000000.0,2023-04-15 00:00:00,2023-03-05,55 days
417,601555,2023-03-31,4539,东吴证券,2023-04-29,,,,2023-04-29,412.836672538602,583119400.0,2023-04-21 00:00:00,2023-03-05,55 days
418,601568,2022-12-31,1862,北元集团,2023-04-19,,,,2023-04-19,-21.718969426702,1448578300.0,2023-02-01 00:00:00,2023-03-05,45 days
419,601577,2022-12-31,4721,长沙银行,2023-04-29,,,,2023-04-29,8.040113724181,6811255000.0,2023-01-16 00:00:00,2023-03-05,55 days
420,601633,2022-12-31,1015,长城汽车,2023-03-31,,,,2023-03-31,23.089503419566,8279000000.0,2023-02-03 00:00:00,2023-03-05,26 days
421,601665,2022-12-31,4201,齐鲁银行,2023-04-28,,,,2023-04-28,18.174924332366,3587370000.0,2023-01-30 00:00:00,2023-03-05,54 days
422,601666,2022-12-31,403,平煤股份,2023-03-25,2023-04-20,2023-04-08,2023-04-07,2023-04-07,95.903727704478,5724840018.12,2023-03-13 00:00:00,2023-03-05,20 days
423,601689,2022-12-31,1783,拓普集团,2023-04-18,,,,2023-04-18,67.129577320266,1700131795.33,2023-04-10 00:00:00,2023-03-05,44 days
424,601699,2022-12-31,4903,潞安环能,2023-06-30,2023-04-27,,,2023-04-27,110.489121896399,14168261700.0,2023-03-08 00:00:00,2023-03-05,117 days
425,601789,2022-12-31,1784,宁波建工,2023-04-18,,,,2023-04-18,-16.129019256865,348690030.19,2023-03-29 00:00:00,2023-03-05,44 days
426,601825,2022-12-31,4204,沪农商行,2023-04-28,,,,2023-04-28,13.162803033162,10974377000.0,2023-01-20 00:00:00,2023-03-05,54 days
427,601860,2022-12-31,4732,紫金银行,2023-04-29,,,,2023-04-29,5.662339856547,1601000000.0,2023-01-31 00:00:00,2023-03-05,55 days
428,601869,2022-12-31,4733,长飞光纤,2023-04-29,2023-04-01,,,2023-04-01,65.021156558533,1170000000.0,2023-03-09 00:00:00,2023-03-05,55 days
429,601901,2023-03-31,988,方正证券,2023-04-25,,,,2023-04-25,16.551600676749,556003700.0,2023-04-14 00:00:00,2023-03-05,51 days
430,601918,2022-12-31,4735,新集能源,2023-04-29,,,,2023-04-29,-10.827279153482,2170396700.0,2023-01-12 00:00:00,2023-03-05,55 days
431,601965,2022-12-31,2477,中国汽研,2023-04-22,,,,2023-04-22,0.196669585698,693028000.0,2023-01-11 00:00:00,2023-03-05,48 days
432,601998,2022-12-31,342,中信银行,2023-03-24,,,,2023-03-24,11.613738070847,62103000000.0,2023-01-13 00:00:00,2023-03-05,19 days
433,603008,2022-12-31,4746,喜临门,2023-04-29,,,,2023-04-29,-57.486411754705,237546800.0,2023-04-26 00:00:00,2023-03-05,55 days
434,603025,2022-12-31,2214,大豪科技,2023-04-21,,,,2023-04-21,21.862749815688,436199853.61,2023-03-18 00:00:00,2023-03-05,47 days
435,603026,2022-12-31,4749,胜华新材,2023-04-29,,,,2023-04-29,-24.429522663417,890526978.17,2023-04-25 00:00:00,2023-03-05,55 days
436,603051,2022-12-31,4755,鹿山新材,2023-04-29,,,,2023-04-29,-32.68563436139,76041000.0,2023-02-16 00:00:00,2023-03-05,55 days
437,603056,2022-12-31,2216,德邦股份,2023-04-21,,,,2023-04-21,339.886812705619,649955200.0,2023-03-10 00:00:00,2023-03-05,47 days
438,603060,2022-12-31,3736,国检集团,2023-04-27,,,,2023-04-27,0.05246900329,252857891.06,2023-01-16 00:00:00,2023-03-05,53 days
439,603066,2022-12-31,1788,音飞储存,2023-04-18,,,,2023-04-18,5.134678466114,132594700.0,2023-04-14 00:00:00,2023-03-05,44 days
440,603078,2022-12-31,4757,江化微,2023-04-29,2023-04-15,2023-04-10,,2023-04-10,87.061763264122,105704300.0,2023-03-13 00:00:00,2023-03-05,55 days
441,603081,2023-03-31,3332,大丰实业,2023-04-28,,,,2023-04-28,-69.233912887614,21455500.0,2023-04-13 00:00:00,2023-03-05,54 days
442,603093,2023-03-31,995,南华期货,2023-04-25,,,,2023-04-25,121.742920165078,62327500.0,2023-04-13 00:00:00,2023-03-05,51 days
443,603097,2022-12-31,1513,江苏华辰,2023-04-14,,,,2023-04-14,17.161034780901,91873700.0,2023-03-04 00:00:00,2023-03-05,40 days
444,603108,2022-12-31,3295,润达医疗,2023-04-26,,,,2023-04-26,9.867030359169,417746458.24,2023-04-20 00:00:00,2023-03-05,52 days
445,603125,2022-12-31,4766,常青科技,2023-04-29,,,,2023-04-29,32.733744454892,190652700.0,2023-03-14 00:00:00,2023-03-05,55 days
446,603150,2022-12-31,1419,万朗磁塑,2023-04-12,,,,2023-04-12,6.741929140043,149257776.77,2023-04-10 00:00:00,2023-03-05,38 days
447,603179,2022-12-31,505,新泉股份,2023-03-28,2023-04-01,,,2023-04-01,65.749330422444,470751984.37,2023-03-13 00:00:00,2023-03-05,23 days
448,603180,2022-12-31,4220,金牌厨柜,2023-04-28,,,,2023-04-28,-18.531414322048,275347200.0,2023-03-18 00:00:00,2023-03-05,54 days
449,603185,2022-12-31,3740,弘元绿能,2023-04-27,,,,2023-04-27,76.684109251308,3023788243.09,2023-04-11 00:00:00,2023-03-05,53 days
450,603195,2022-12-31,4222,公牛集团,2023-04-28,,,,2023-04-28,14.159241286772,3174038717.44,2023-04-10 00:00:00,2023-03-05,54 days
451,603203,2022-12-31,4771,快克智能,2023-04-29,,,,2023-04-29,1.969088281677,272928130.61,2023-04-15 00:00:00,2023-03-05,55 days
452,603228,2022-12-31,2016,景旺电子,2023-04-20,,,,2023-04-20,13.109821978937,1057864700.0,2023-02-03 00:00:00,2023-03-05,46 days
453,603236,2022-12-31,2942,移远通信,2023-04-25,,,,2023-04-25,74.216877497136,623801300.0,2023-04-13 00:00:00,2023-03-05,51 days
454,603281,2022-12-31,2943,江瀚新材,2023-04-25,,,,2023-04-25,49.072877930512,1018948600.0,2023-02-27 00:00:00,2023-03-05,51 days
455,603283,2022-12-31,506,赛腾股份,2023-03-28,,,,2023-03-28,63.54138381514,293310000.0,2023-03-13 00:00:00,2023-03-05,23 days
456,603299,2022-12-31,1794,苏盐井神,2023-04-18,,,,2023-04-18,140.472891562661,803923000.0,2023-04-13 00:00:00,2023-03-05,44 days
457,603313,2022-12-31,2945,梦百合,2023-04-25,,,,2023-04-25,114.747599464745,40634400.0,2023-04-14 00:00:00,2023-03-05,51 days
458,603323,2022-12-31,4233,苏农银行,2023-04-28,,,,2023-04-28,29.357075513162,1501000000.0,2023-01-30 00:00:00,2023-03-05,54 days
459,603338,2022-12-31,3752,浙江鼎力,2023-04-27,,,,2023-04-27,42.147205057385,1257239985.94,2023-04-10 00:00:00,2023-03-05,53 days
460,603368,2022-12-31,508,柳药集团,2023-03-28,,,,2023-03-28,22.791993881164,692322600.0,2023-02-28 00:00:00,2023-03-05,23 days
461,603387,2022-12-31,3753,基蛋生物,2023-04-27,,,,2023-04-27,23.504348479912,492770000.0,2023-03-31 00:00:00,2023-03-05,53 days
462,603392,2022-12-31,246,万泰生物,2023-03-21,,,,2023-03-21,134.437843825414,4739085213.69,2023-01-20 00:00:00,2023-03-05,16 days
463,603399,2022-12-31,731,吉翔股份,2023-03-30,,,,2023-03-30,2605.66699092238,492283362.06,2023-03-13 00:00:00,2023-03-05,25 days
464,603416,2022-12-31,3754,信捷电气,2023-04-27,,,,2023-04-27,-28.042835343209,218468500.0,2023-01-31 00:00:00,2023-03-05,53 days
465,603507,2022-12-31,2486,振江股份,2023-04-22,,,,2023-04-22,-47.224311410789,94598324.96,2023-04-18 00:00:00,2023-03-05,48 days
466,603529,2022-12-31,1646,爱玛科技,2023-04-15,,,,2023-04-15,177.886204754188,1845159100.0,2023-03-13 00:00:00,2023-03-05,41 days
467,603551,2023-03-31,350,奥普家居,2023-04-21,,,,2023-04-21,115.242219550972,59974079.75,2023-04-10 00:00:00,2023-03-05,47 days
468,603605,2022-12-31,2234,珀莱雅,2023-04-21,,,,2023-04-21,41.880442697665,817400223.93,2023-04-13 00:00:00,2023-03-05,47 days
469,603619,2023-03-31,4708,中曼石油,2023-04-29,2023-04-28,,,2023-04-28,193.398355025982,212611631.27,2023-04-20 00:00:00,2023-03-05,55 days
470,603648,2022-12-31,4246,畅联股份,2023-04-28,,,,2023-04-28,11.381326229462,162073230.82,2023-03-03 00:00:00,2023-03-05,54 days
471,603662,2022-12-31,4805,柯力传感,2023-04-29,2023-04-28,,,2023-04-28,3.305875104305,259549772.94,2023-04-13 00:00:00,2023-03-05,55 days
472,603699,2022-12-31,2492,纽威股份,2023-04-22,,,,2023-04-22,24.293645511886,469157800.0,2023-04-14 00:00:00,2023-03-05,48 days
473,603711,2022-12-31,1426,香飘飘,2023-04-12,2023-04-18,,,2023-04-18,-5.543325890942,210208151.39,2023-02-06 00:00:00,2023-03-05,38 days
474,603712,2023-03-31,3422,七一二,2023-04-28,,,,2023-04-28,22.752427947942,24975700.0,2023-04-14 00:00:00,2023-03-05,54 days
475,603767,2022-12-31,1052,中马传动,2023-03-31,,,,2023-03-31,-35.451298913593,41088864.15,2023-02-22 00:00:00,2023-03-05,26 days
476,603787,2022-12-31,2495,新日股份,2023-04-22,2023-04-18,,,2023-04-18,1326.25344086116,162175000.0,2023-04-10 00:00:00,2023-03-05,48 days
477,603800,2022-12-31,3330,道森股份,2023-04-26,,,,2023-04-26,398.993626003288,106446884.7,2023-04-15 00:00:00,2023-03-05,52 days
478,603801,2022-12-31,3772,志邦家居,2023-04-27,,,,2023-04-27,6.068272916798,536197500.0,2023-03-13 00:00:00,2023-03-05,53 days
479,603856,2023-03-31,4751,东宏股份,2023-04-29,2023-04-25,,,2023-04-25,10.756215549385,47942600.0,2023-04-12 00:00:00,2023-03-05,55 days
480,603866,2023-03-31,139,桃李面包,2023-04-19,,,,2023-04-19,-12.154410340116,138743500.0,2023-04-14 00:00:00,2023-03-05,45 days
481,603878,2022-12-31,2961,武进不锈,2023-04-25,2023-04-05,,,2023-04-05,22.015126253949,215172793.98,2023-02-02 00:00:00,2023-03-05,51 days
482,603888,2022-12-31,3334,新华网,2023-04-26,,,,2023-04-26,15.034562759244,242165700.0,2023-04-10 00:00:00,2023-03-05,52 days
483,603890,2022-12-31,4264,春秋电子,2023-04-28,,,,2023-04-28,-49.093801167451,155825300.0,2023-03-09 00:00:00,2023-03-05,54 days
484,603908,2022-12-31,3779,牧高笛,2023-04-27,,,,2023-04-27,77.829483991356,139798849.65,2023-04-13 00:00:00,2023-03-05,53 days
485,603948,2022-12-31,3781,建业股份,2023-04-27,,,,2023-04-27,34.272904437726,389421500.0,2023-02-23 00:00:00,2023-03-05,53 days
486,603959,2022-12-31,4827,百利科技,2023-04-29,,,,2023-04-29,-72.993609854419,7919623.1,2023-04-12 00:00:00,2023-03-05,55 days
487,605050,2022-12-31,1804,福然德,2023-04-18,,,,2023-04-18,-10.696626568868,302014900.0,2023-03-01 00:00:00,2023-03-05,44 days
488,605117,2022-12-31,3346,德业股份,2023-04-26,2023-04-18,,,2023-04-18,166.221151934079,1540236511.93,2023-03-09 00:00:00,2023-03-05,52 days
489,605177,2022-12-31,1350,东亚药业,2023-04-11,,,,2023-04-11,51.583676624415,103822779.03,2023-01-11 00:00:00,2023-03-05,37 days
490,605183,2022-12-31,2029,确成股份,2023-04-20,,,,2023-04-20,28.093052767826,384375100.0,2023-03-29 00:00:00,2023-03-05,46 days
491,605333,2022-12-31,3353,沪光股份,2023-04-26,,,,2023-04-26,3988.11778072335,41066300.0,2023-04-14 00:00:00,2023-03-05,52 days
492,605338,2022-12-31,1202,巴比食品,2023-04-07,,,,2023-04-07,-29.212912308866,222235000.0,2023-02-03 00:00:00,2023-03-05,33 days
493,605365,2022-12-31,3354,立达信,2023-04-26,,,,2023-04-26,64.041024170501,494264300.0,2023-04-13 00:00:00,2023-03-05,52 days
494,605499,2022-12-31,2502,东鹏饮料,2023-04-22,,,,2023-04-22,20.865765221234,1441880725.42,2023-02-21 00:00:00,2023-03-05,48 days
495,605507,2022-12-31,1654,国邦医药,2023-04-15,,,,2023-04-15,30.434090947059,920904230.12,2023-04-10 00:00:00,2023-03-05,41 days
496,605589,2022-12-31,1351,圣泉集团,2023-04-11,,,,2023-04-11,1.82055149683,700095955.37,2023-03-01 00:00:00,2023-03-05,37 days
497,688001,2022-12-31,4283,华兴源创,2023-04-28,,,,2023-04-28,2.914271456653,323121722.77,2023-02-28 00:00:00,2023-03-05,54 days
498,688002,2022-12-31,4284,睿创微纳,2023-04-28,,,,2023-04-28,-33.323344464201,307499400.0,2023-02-28 00:00:00,2023-03-05,54 days
499,688003,2022-12-31,4844,天准科技,2023-04-29,,,,2023-04-29,13.557017612177,152309325.1,2023-02-22 00:00:00,2023-03-05,55 days
500,688004,2022-12-31,1431,博汇科技,2023-04-12,,,,2023-04-12,-157.80190456045,-28419000.0,2023-02-28 00:00:00,2023-03-05,38 days
501,688005,2022-12-31,1063,容百科技,2023-03-31,2023-03-29,,,2023-03-29,49.36405188217,1360768200.0,2023-02-25 00:00:00,2023-03-05,26 days
502,688006,2022-12-31,3800,杭可科技,2023-04-27,,,,2023-04-27,107.298509786783,487395865.11,2023-02-28 00:00:00,2023-03-05,53 days
503,688007,2022-12-31,4285,光峰科技,2023-04-28,,,,2023-04-28,-48.521646198669,120132100.0,2023-02-28 00:00:00,2023-03-05,54 days
504,688008,2022-12-31,4286,澜起科技,2023-04-28,,,,2023-04-28,56.714429150774,1299378100.0,2023-02-22 00:00:00,2023-03-05,54 days
505,688009,2022-12-31,345,中国通号,2023-03-24,,,,2023-03-24,10.947533779483,3633168600.0,2023-02-28 00:00:00,2023-03-05,19 days
506,688010,2022-12-31,4287,福光股份,2023-04-28,,,,2023-04-28,-35.048891178273,29253200.0,2023-04-25 00:00:00,2023-03-05,54 days
507,688011,2022-12-31,2255,新光光电,2023-04-21,,,,2023-04-21,-1402.00237139116,-23768632.16,2023-02-28 00:00:00,2023-03-05,47 days
508,688012,2022-12-31,1064,中微公司,2023-03-31,,,,2023-03-31,15.657997731317,1169792400.0,2023-02-28 00:00:00,2023-03-05,26 days
509,688013,2022-12-31,3358,天臣医疗,2023-04-26,,,,2023-04-26,4.894212600771,43446567.34,2023-02-23 00:00:00,2023-03-05,52 days
510,688015,2022-12-31,1270,交控科技,2023-04-08,,,,2023-04-08,-21.02675405077,229817200.0,2023-02-21 00:00:00,2023-03-05,34 days
511,688017,2022-12-31,4845,绿的谐波,2023-04-29,,,,2023-04-29,-15.964820950128,158980783.22,2023-02-25 00:00:00,2023-03-05,55 days
512,688018,2022-12-31,100,乐鑫科技,2023-03-11,2023-03-20,,,2023-03-20,-50.952865955711,97323100.0,2023-02-25 00:00:00,2023-03-05,6 days
513,688019,2022-12-31,1432,安集科技,2023-04-12,,,,2023-04-12,139.671149250784,299790500.0,2023-02-28 00:00:00,2023-03-05,38 days
514,688020,2022-12-31,2256,方邦股份,2023-04-21,,,,2023-04-21,-305.551442256841,-68018000.0,2023-02-28 00:00:00,2023-03-05,47 days
515,688021,2022-12-31,3359,奥福环保,2023-04-26,,,,2023-04-26,-111.941449532889,-7860447.29,2023-02-28 00:00:00,2023-03-05,52 days
516,688022,2022-12-31,3801,瀚川智能,2023-04-27,2023-04-29,,,2023-04-29,20.900124825466,73513200.0,2023-04-25 00:00:00,2023-03-05,53 days
517,688023,2022-12-31,3802,安恒信息,2023-04-27,2023-04-29,,,2023-04-29,-1922.46036454416,-251617210.4,2023-02-28 00:00:00,2023-03-05,53 days
518,688025,2022-12-31,1065,杰普特,2023-03-31,,,,2023-03-31,-10.789963843541,81422000.0,2023-02-28 00:00:00,2023-03-05,26 days
519,688026,2022-12-31,4288,洁特生物,2023-04-28,,,,2023-04-28,-48.075929842602,88872200.0,2023-02-28 00:00:00,2023-03-05,54 days
520,688027,2022-12-31,3803,国盾量子,2023-04-27,,,,2023-04-27,-115.595980038712,-80064187.39,2023-02-28 00:00:00,2023-03-05,53 days
521,688028,2022-12-31,2031,沃尔德,2023-04-20,,,,2023-04-20,16.417263544536,63389200.0,2023-02-28 00:00:00,2023-03-05,46 days
522,688029,2022-12-31,3360,南微医学,2023-04-26,,,,2023-04-26,1.194609400139,328630000.0,2023-02-28 00:00:00,2023-03-05,52 days
523,688030,2022-12-31,4289,山石网科,2023-04-28,,,,2023-04-28,-347.516553880049,-186939600.0,2023-02-27 00:00:00,2023-03-05,54 days
524,688031,2022-12-31,4290,星环科技,2023-04-28,,,,2023-04-28,-11.152403898224,-271962700.0,2023-02-28 00:00:00,2023-03-05,54 days
525,688032,2022-12-31,3804,禾迈股份,2023-04-27,,,,2023-04-27,163.80005333603,532189700.0,2023-02-28 00:00:00,2023-03-05,53 days
526,688033,2022-12-31,4846,天宜上佳,2023-04-29,,,,2023-04-29,2.597896192743,179514000.0,2023-02-28 00:00:00,2023-03-05,55 days
527,688035,2022-12-31,1655,德邦科技,2023-04-15,,,,2023-04-15,61.683922836785,122695300.0,2023-02-28 00:00:00,2023-03-05,41 days
528,688036,2022-12-31,3361,传音控股,2023-04-26,,,,2023-04-26,-35.413039086758,2524852400.0,2023-02-25 00:00:00,2023-03-05,52 days
529,688037,2022-12-31,1807,芯源微,2023-04-18,,,,2023-04-18,155.314513991687,197484500.0,2023-02-22 00:00:00,2023-03-05,44 days
530,688038,2022-12-31,1656,中科通达,2023-04-15,,,,2023-04-15,-124.599469235306,-9009900.0,2023-02-28 00:00:00,2023-03-05,41 days
531,688039,2022-12-31,4291,当虹科技,2023-04-28,,,,2023-04-28,-261.044954534353,-98797047.17,2023-02-28 00:00:00,2023-03-05,54 days
532,688041,2022-12-31,1808,海光信息,2023-04-18,,,,2023-04-18,145.17961803451,802005800.0,2023-02-24 00:00:00,2023-03-05,44 days
533,688045,2022-12-31,1066,必易微,2023-03-31,2023-03-25,,,2023-03-25,-84.162364861993,37963469.63,2023-02-25 00:00:00,2023-03-05,26 days
534,688046,2022-12-31,2032,药康生物,2023-04-20,,,,2023-04-20,30.922334954274,163558000.0,2023-02-28 00:00:00,2023-03-05,46 days
535,688047,2022-12-31,3362,龙芯中科,2023-04-26,,,,2023-04-26,-78.547014249711,50801700.0,2023-02-24 00:00:00,2023-03-05,52 days
536,688048,2022-12-31,3363,长光华芯,2023-04-26,,,,2023-04-26,8.499658331339,125117900.0,2023-04-18 00:00:00,2023-03-05,52 days
537,688049,2022-12-31,2613,炬芯科技,2023-04-24,,,,2023-04-24,-38.317263823471,51781300.0,2023-02-27 00:00:00,2023-03-05,50 days
538,688050,2022-12-31,3364,爱博医疗,2023-04-26,2023-04-19,,,2023-04-19,35.27040891959,231778000.0,2023-02-15 00:00:00,2023-03-05,52 days
539,688051,2022-12-31,4847,佳华科技,2023-04-29,,,,2023-04-29,-118.201604223873,-282017500.0,2023-02-28 00:00:00,2023-03-05,55 days
